英文名称,中文名称,制裁日期,是否母公司,是否上市,股票代码,备注,所在清单
"Tianjin Feiteng Information
Technology",飞腾信息技术有限公司,2021/4/9;2022/10/13,2,0,,内地企业,EL
"National Supercomputing
Center Jinan",国家超级计算济南中心,2021/4/9;2022/10/13,.,.,,研究所,EL
"National Supercomputing
Center Tianjin",国家超级计算天津中心,2021/4/9;2022/10/13,.,.,,研究所,EL
"National Supercomputing
Center Wuxi",国家超级计算无锡中心,2021/4/9;2022/10/13,.,.,,研究所,EL
"National Supercomputer
Center Zhengzhou",国家超级计算郑州中心,2021/4/9;2022/10/13,.,.,,研究所,EL
"Shanghai High-Performance
Integrated Circuit Design
Center",国家高性能集成电路（上海）设计中心,2021/4/9;2022/10/13,.,.,,研究所,EL
"Hoshine Silicon Industry
(Shanshan) Co., Ltd.",合盛硅业（鄯善）有限公司,24/06/2021,1,1,603260,内地企业,EL
"Xinjiang Daqo New Energy,
Co. Ltd.",新疆大全新能源股份有限公司,24/06/2021,2,2,688303,内地企业,EL
"Xinjiang East Hope
Nonferrous Metals Co. Ltd",新疆东方希望有色金属有限公司,24/06/2021,1,0,,内地企业,EL
"Xinjiang GCL New Energy
Material Technology, Co. Ltd",新疆戈恩斯能源科技有限公司,24/06/2021,1,0,,内地企业,EL
"Xinjiang Production and
Construction Corps (XPCC)",新疆生产建设兵团,24/06/2021,.,.,,机关,EL
"Xinjiang Tangli Technology
Co., Ltd",新疆汤立科技有限公司,12/07/2021,1,1,300603,内地企业,EL
"China Academy of
Electronics and Information
Technology",中国信息通信研究院,12/07/2021,.,.,,研究所,EL
Beijing Dongtu Junyue Technology,北京东土军悦科技有限公司,12/07/2021,1,1,300353,内地企业,EL
"Beijing E-science Co., Ltd.",北京燕京电子有限公司,12/07/2021,1,0,,内地企业,EL
"Beijing Geling Shentong Information Technology Co., Ltd.",北京格灵深瞳信息技术股份有限公司,12/07/2021,2,2,688207,内地企业,EL
"Beijing Hileed Solutions Co., Ltd.",北京海力联合科技有限公司,12/07/2021,2,0,,内地企业,EL
"Beijing Sinonet Science & Technology Co., Ltd.",北京中电兴发科技有限公司,12/07/2021,1,1,002298,内地企业,EL
"Chengdu Xiwu Security
System Alliance Co., Ltd",成都西物信安智能系统有限公司,12/07/2021,0,0,,内地企业,EL
"Hangzhou Hualan
Microelectronics Co., Ltd.",杭州华澜微电子股份有限公司,12/07/2021,2,0,,内地企业,EL
Info Rank Technologies,,12/07/2021,.,.,,港企,EL
"Shanghai Jinzhou
Technology",上海金卓科技有限公司,12/07/2021,1,0,,内地企业,EL
"Kyland Technology Co., Ltd.",北京东土科技股份有限公司,12/07/2021,2,2,300353,内地企业,EL
"Shenzhen Cobber
Information Technology Co.,
Ltd.",深圳市科葩信息技术有限公司,2021/7/12;2021/11/26,1,0,,内地企业,EL
"Shenzhen Hua'antai
Intelligent Technology Co.,
Ltd.",深圳市华安泰智能科技有限公司,12/07/2021,1,0,,内地企业,EL
"Suzhou Keda Technology Co., Ltd",苏州科达科技股份有限公司,12/07/2021,2,2,603660,内地企业,EL
"Tongfang R.I.A. Co., Ltd",同方锐安科技有限公司,12/07/2021,1,1,600100,内地企业,EL
"Urumqi Tianyao Weiye
Information Technology
Service Co., Ltd",乌鲁木齐天耀伟业信息技术服务有限公司,12/07/2021,0,0,,内地企业,EL
"Wuhan Raycus Fiber Laser
Technologies Co., Ltd.,",武汉锐科光纤激光技术股份有限公司,12/07/2021,2,2,300747,内地企业,EL
"Xinjiang Beidou Tongchuang
Information Technology Co.,
Ltd.",新疆北斗同创信息科技有限公司,12/07/2021,2,0,,内地企业,EL
"Xinjiang Lianhai Chuangzhi
Information Technology Co.,
Ltd.",新疆联海创智信息科技有限公司,12/07/2021,1,0,,内地企业,EL
"Xinjiang Sailing Information
Technology Co., Ltd",新疆熙菱信息技术股份有限公司,12/07/2021,2,2,300588,内地企业,EL
Wingel Zhang,,12/07/2021,.,.,,个人,EL
"Leon Technology Co., Ltd.",立昂技术股份有限公司,12/07/2021,2,2,300603,内地企业,EL
Corad Technology (Shenzhen) Ltd,嘉兆科技（深圳）有限公司,26/11/2021,1,0,,内地企业,EL
"Hefei National Laboratory for
Physical Sciences at
Microscale",合肥微尺度物质科学国家研究中心,26/11/2021,.,.,,研究所,EL
"Hangzhou Zhongke
Microelectronics Co., Ltd.",杭州中科微电子有限公司,26/11/2021,1,0,,内地企业,EL
"Hunan Goke
Microelectronics",湖南国科微电子股份有限公司,26/11/2021,2,2,300672,内地企业,EL
"New H3C Semiconductor
Technologies Co., Ltd.",新华三半导体技术有限公司,2021/11/26;2022/10/13,1,1,000938,内地企业,EL
Peaktek Company Ltd.,,26/11/2021,.,.,,港企,EL
"Beijing Oriental Vision
Petroleum Technology
Company Limited",北京东方远望石油科技有限公司,26/11/2021,0,0,,内地企业,EL
"Shaanxi Zhi En
Electromechanical
Technology Co., Ltd.,",陕西智恩机电科技有限公司,26/11/2021,1,0,,内地企业,EL
"Xi'an Aerospace Huaxun
Technology",西安航天华迅科技有限公司,26/11/2021,0,0,,内地企业,EL
"Suzhou Yunxin
Microelectronics Technology",苏州云芯微电子科技有限公司,26/11/2021,1,1,688709,内地企业,EL
"QuantumCTek Co., Ltd.",科大国盾量子技术股份有限公司,26/11/2021,2,2,688027,内地企业,EL
"Shanghai QuantumCTek Co.,
Ltd.",上海国盾量子信息技术有限公司,26/11/2021,1,1,688027,内地企业,EL
"Zhongtian Technology
Submarine Cable Co., Ltd.",中天科技海缆股份有限公司,17/12/2021,1,1,600522,内地企业,EL
"HMN International Co., Ltd.",,17/12/2021,.,.,,港企,EL
"Hangzhou Hikmicro Sensing
Technology Co., Ltd.",杭州海康微影传感科技有限公司,17/12/2021,1,1,002415,内地企业,EL
Academy of Military Medical Sciences,中国人民解放军军事医学科学院,17/12/2021,.,.,,研究所,EL
"Academy of Military Medical Sciences, Field Blood Transfusion Institution",中国人民解放军军事医学科学院野战输血研究所,17/12/2021,.,.,,研究所,EL
"Academy of Military Medical Sciences, Institute of Basic Medicine",中国人民解放军军事医学科学院基础医学研究所,17/12/2021,.,.,,研究所,EL
"Academy of Military Medical Sciences, Institute of Bioengineering",中国人民解放军军事医学科学院生物工程研究所,17/12/2021,.,.,,研究所,EL
"Academy of Military Medical Sciences, Institute of Disease Control and Prevention",中国人民解放军军事医学科学院疾病预防控制所,17/12/2021,.,.,,研究所,EL
"Academy of Military Medical Sciences, Institute of Health Serviceand Medical Information",中国人民解放军军事医学科学院卫生勤务与医学情报研究所,17/12/2021,.,.,,研究所,EL
"Academy of Military Medical Sciences, Institute of Hygiene and Environmental Medicine",中国人民解放军军事医学科学院卫生环境医学研究所,17/12/2021,.,.,,研究所,EL
"Academy of Military Medical Sciences, Institute of Medical Equipment",中国人民解放军军事医学科学院卫生装备研究所,17/12/2021,.,.,,研究所,EL
"Academy of Military Medical Sciences, Institute of Microbiology and Epidemiology",中国人民解放军军事医学科学院微生物流行病研究所,17/12/2021,.,.,,研究所,EL
"Academy of Military Medical Sciences, Institute of Radiation and Radiation Medicine",中国人民解放军军事医学科学院放射与辐射医学研究所,17/12/2021,.,.,,研究所,EL
"Academy of Military Medical Sciences, Institute of Toxicology and Pharmacology",中国人民解放军军事医学科学院毒物药物研究所,17/12/2021,.,.,,研究所,EL
"Academy of Military Medical Sciences, Military Veterinary Research Institute",中国人民解放军军事医学科学院军事兽医研究所,17/12/2021,.,.,,研究所,EL
"China Electronics Technology
Group Corporation 52nd
Research Institute",中国电子科技集团公司第五十二研究所,17/12/2021,.,.,,研究所,EL
Aerosun Corporation,航天晨光股份有限公司,17/12/2021,2,2,600501,内地企业,EL
"China Electronics
Technology HIK Group Co.",中电海康集团有限公司,17/12/2021,1,0,,内地企业,EL
Comtel Technology Limited,深圳市康泰尔科技有限公司,17/12/2021,0,0,,内地企业,EL
"Fujian Torch Electron
Technology Co., Ltd.",福建火炬电子科技股份有限公司,17/12/2021,2,2,603678,内地企业,EL
"Hong Kong Cheung Wah
Electronics Technology
Company Limited",,17/12/2021,.,.,,港企,EL
HSJ Electronics,,2021/12/17;2022/12/19,.,.,,港企,EL
Hyper Systems Union Limited,,17/12/2021,.,.,,港企,EL
"Inner Mongolia First
Machinery Group Co., Ltd.",内蒙古第一机械集团股份有限公司,17/12/2021,2,2,600967,内地企业,EL
"Integrated Scientific
Microwave Technology",,17/12/2021,.,.,,港企,EL
"Jiangsu Hengtong Marine
Cable Systems Co., Ltd.",江苏亨通华海科技股份有限公司,17/12/2021,1,1,600487,内地企业,EL
"Jiangsu Hengtong Optic-Electric Co., Ltd",江苏亨通光电股份有限公司,17/12/2021,2,2,600487,内地企业,EL
ROV Solutions,,17/12/2021,.,.,,港企,EL
"Shaanxi Reactor
Microelectronics Co., Ltd",陕西亚成微电子股份有限公司,17/12/2021,2,2,430552,内地企业,EL
"Shanghai Aisinochip
Electronics Technology Co.,
Ltd.",上海航芯电子科技股份有限公司,17/12/2021,2,0,,内地企业,EL
"Shanghai Aoshi Control
Technology Co., Ltd.",上海傲世控制科技股份有限公司,17/12/2021,2,0,,内地企业,EL
Shenzhen Rion Technology,深圳市瑞芬科技有限公司,17/12/2021,0,0,,内地企业,EL
Thundsea Electric Limited,,17/12/2021,.,.,,港企,EL
Wavelet Electronics,,2021/12/17;2022/2/14,.,.,,港企,EL
"Changsha Jingjia
Microelectronics Co.,
Ltd",长沙景嘉微电子股份有限公司,2021/12/17;2022/10/13,2,2,300474,内地企业,EL
"Jiangsu Tianyuan Metal
Powder Co. Ltd.",江苏天元金属粉末有限公司,14/02/2022,0,0,,内地企业,EL
Chen Zhouqian,,30/06/2022,.,.,,个人,EL
"China Academy of Science—Shenyang Institute
of Automation",中国科学院沈阳自动化研究所,30/06/2022,.,.,,研究所,EL
"China State Shipbuilding
Corp.—Systems Engineering
Research Institute",中国船舶集团有限公司系统工程研究院,30/06/2022,.,.,,研究所,EL
At One Electronics,,30/06/2022,.,.,,港企,EL
Blueschip Company Limited,,30/06/2022,.,.,,港企,EL
"China State Shipbuilding
Corp.",中国船舶集团有限公司,30/06/2022,2,1,600150,内地企业,EL
Chipwinone Electronics Co.,,30/06/2022,.,.,,港企,EL
"Chuangxinda Electronics Tech Co., Ltd.",深圳市创新达电子科技有限公司,30/06/2022,0,0,,内地企业,EL
Connec Electronic Ltd,苏州柯奈柯特电子有限公司,30/06/2022,0,0,,内地企业,EL
CSSC Electronic Technology,中船电子科技有限公司,30/06/2022,2,0,,内地企业,EL
"Ehang International Trade
Limited",,30/06/2022,.,.,,港企,EL
Gaohui HK Electronics,,30/06/2022,.,.,,港企,EL
"Highlander (Hong Kong)
Maritime Navigation Science
and Technology LLC",,30/06/2022,.,.,,港企,EL
ICSOSO Electronics Co. Ltd,深圳市旺年华电子有限公司,30/06/2022,0,0,,内地企业,EL
"King Pai Technology Co., Ltd.",深圳市金派信息科技有限公司,2022/6/30;2022/9/16,0,0,,内地企业,EL
"King-Pai Technology (HK)
Co., Limited",,2022/6/30;2022/9/16,.,.,,港企,EL
Laurel Technologies Co. Ltd.,北京劳雷海洋仪器有限公司,30/06/2022,1,0,,内地企业,EL
"Beijing Highlander Digital Technology Co. Ltd,",北京海兰信数据科技股份有限公司,30/06/2022,2,2,300065,内地企业,EL
"Sanya Highlander Huanyu
Ocean Information
Technology Corporation",三亚海兰寰宇海洋信息科技有限公司,30/06/2022,1,1,300065,内地企业,EL
"Sinno Electronics Co., Ltd.",,2022/6/30;2022/9/16,.,.,,港企,EL
Suntric Company Limited,,30/06/2022,.,.,,港企,EL
Winninc Electronic,,2022/6/30;2022/9/16,.,.,,港企,EL
World Jetta (H.K.) Logistics Limited,,2022/6/30;2022/9/16,.,.,,港企,EL
"Vic-Zone Co., Limited",,2022/6/30;2023/9/27,.,.,,港企,EL
Wayne Weipeng,,30/06/2022,.,.,,个人,EL
Yiru Zhuang,,30/06/2022,.,.,,个人,EL
"Sansha Highlander Marine
Information Technology Co.
Ltd.,",三沙海兰信海洋信息科技有限公司,30/06/2022,1,1,300065,内地企业,EL
"China Academy of Space
Technology 502 Research
Institute",中国空间技术研究院502研究所,24/08/2022,.,.,,研究所,EL
"China Academy of Space
Technology 513 Research
Institute",中国空间技术研究院513研究所,24/08/2022,.,.,,研究所,EL
"Xi'an Microelectronics
Technology Institute","西安微电子技术研究所
（中国航天科工九院771所）",24/08/2022,.,.,,研究所,EL
"Beijing Institute of
Microelectronics Technology","北京微电子技术研究所
（中国航天科工九院772所）",24/08/2022,.,.,,研究所,EL
"China Electronics Technology
Group Corporation 43
Research Institute","中国电子科技集团公司第四十三研究所
华东微电子技术研究所",24/08/2022,.,.,,研究所,EL
"China Electronics Technology
Group Corporation 58
Research Institute","中国电子科技集团公司第五十八研究所
无锡微电子科研中心",24/08/2022,.,.,,研究所,EL
"Zhuhai Orbita Control
Systems",珠海航宇微科技股份有限公司,24/08/2022,2,2,300053,内地企业,EL
"Beijing HiFar Technology Co., Ltd.",北京华天海峰科技股份有限公司,19/12/2022,0,0,,内地企业,EL
"Beijing Machinery Industry Automation Research Institute Co., Ltd.",北京机械工业自动化研究所有限公司,19/12/2022,1,0,,内地企业,EL
AVIC Research Institute for Special Structures of Aeronautical Composites,中国航空工业集团公司济南特种结构研究所,19/12/2022,.,.,,研究所,EL
"China Electronics Technology
Group Corporation No. 28
Institute","中国电子科技集团公司第二十八研究所
南京电子工程研究所",19/12/2022,.,.,,研究所,EL
"Chinese Academy of
Sciences Institute of
Computing Technology",中国科学院计算技术研究所,19/12/2022,.,.,,研究所,EL
"Key Laboratory of
Information Systems
Engineering",信息系统工程重点实验室,19/12/2022,.,.,,研究所,EL
"Anhui Cambricon Information Technology Co., Ltd.",安徽寒武纪信息科技有限公司,19/12/2022,1,1,688256,内地企业,EL
"AZUP International Group Co., Ltd",北京安洲科技有限公司,19/12/2022,0,0,,内地企业,EL
"Beijing UniStrong Science & Technology Co., Ltd.,",北京合众思壮科技股份有限公司,19/12/2022,2,2,002383,内地企业,EL
"Beijing Vision Strategy Technology Co., Ltd.",北京银景科技有限公司,19/12/2022,0,0,,内地企业,EL
"Cambricon (Hong Kong) Co.,
Ltd",,19/12/2022,.,.,,港企,EL
"Cambricon Jixingge
(Nanjing) Technology Co.,
Ltd",寒武纪行歌（南京）科技有限公司,19/12/2022,1,1,688256,内地企业,EL
"Cambricon (Kunshan)
Information Technology Co.,
Ltd.",寒武纪（昆山）信息科技有限公司,19/12/2022,1,1,688256,内地企业,EL
"Cambricon (Nanjing)
Information Technology Co.,
Ltd.",寒武纪（南京）信息科技有限公司,19/12/2022,1,1,688256,内地企业,EL
"Cambricon (Xi'an) Integrated
Circuit Co., Ltd",西安寒武纪信息科技有限公司,19/12/2022,1,1,688256,内地企业,EL
"Cambricon Technologies
Corporation Limited",中科寒武纪科技股份有限公司,19/12/2022,2,2,688256,内地企业,EL
"CETC Cloud (Beijing)
Technology Co., Ltd",电科云（北京）科技有限公司,19/12/2022,2,0,,内地企业,EL
"CETC LES Information
System Group Co., Ltd.,",中电莱斯信息系统有限公司,19/12/2022,1,0,,内地企业,EL
"Guangdong Qinzhi
Technology Research
Institute Co., Ltd",广东琴智科技研究院有限公司,19/12/2022,1,0,,内地企业,EL
"Hefei Core Storage Electronic
Ltd.",合肥兆芯电子有限公司,19/12/2022,1,0,,内地企业,EL
"Nanjing Aixi Information
Technology",南京艾溪信息科技有限公司,19/12/2022,1,1,688256,内地企业,EL
"Nanjing Laisi Netcom
Technology Research
Institute Co., Ltd.",南京莱斯网信技术研究院有限公司,19/12/2022,1,1,688631,内地企业,EL
"Nanjing LES Electronic
Equipment Co., Ltd",南京莱斯电子设备有限公司,19/12/2022,1,1,688631,内地企业,EL
"Nanjing LES Information
Technology Co., Ltd",南京莱斯信息技术股份有限公司,19/12/2022,2,2,688631,内地企业,EL
"PXW Semiconductor
Manufactory Co., Ltd.",深圳市鹏芯微集成电路制造有限公司,19/12/2022,1,0,,内地企业,EL
"Shanghai Cambricon
Information Technology Co.,
Ltd",上海寒武纪信息科技有限公司,19/12/2022,1,1,688256,内地企业,EL
"Shanghai Integrated Circuit
Research and Development
Center",上海集成电路研发中心有限公司,19/12/2022,0,0,,内地企业,EL
"Shanghai Micro Electronics
Equipment (Group) Co., Ltd.",上海微电子装备（集团）股份有限公司,19/12/2022,1,0,,内地企业,EL
"Shanghai Suowei Information
Technology Co., Ltd.",上海索为信息科技有限公司,19/12/2022,1,0,,内地企业,EL
"Suzhou Cambricon
Information Technology Co.,
Ltd.",苏州寒武纪信息科技有限公司,19/12/2022,1,1,688256,内地企业,EL
"System Equipment Co., Ltd.
of the 28th Research Institute
(Liyang)",溧阳二十八所系统装备有限公司,19/12/2022,1,0,,内地企业,EL
"Tianjin Tiandi Weiye
Technologies Co., Ltd.",天地伟业技术有限公司,19/12/2022,1,0,,内地企业,EL
"Xiong'an Cambricon
Technology Co., Ltd.",雄安寒武纪科技有限公司,19/12/2022,1,1,688256,内地企业,EL
"Yangtze Memory
Technologies Co., Ltd.",长江存储科技有限责任公司,19/12/2022,2,0,,内地企业,EL
"Zhongke Xinliang (Beijing)
Technology Co., Ltd.",中科信联（北京）科技有限公司,19/12/2022,0,0,,内地企业,EL
"Dongguan Lingkong Remote
Sensing Technology Co., Ltd.",东莞凌空遥感科技有限公司,14/02/2023,1,0,,内地企业,EL
"China Electronics Technology
Group Corporation 48th
Research Institute",中国电子科技集团公司第四十八研究所,14/02/2023,.,.,,研究所,EL
"Beijing Nanjiang Aerospace Technology Co., Ltd.",北京南江空天科技股份有限公司,14/02/2023,1,1,600503,内地企业,EL
"Eagles Men Aviation Science
and Technology Group Co.,
Ltd.",铱格斯曼航空科技集团股份有限公司,14/02/2023,1,0,,内地企业,EL
"Guangzhou Tian-Hai-Xiang
Aviation Technology Co., Ltd.",广州天海翔航空科技有限公司,14/02/2023,0,0,,内地企业,EL
"Shanxi Eagles Men Aviation
Science and Technology
Group Co., Ltd.",山西铱格斯曼航空科技有限公司,14/02/2023,1,0,,内地企业,EL
Beijing Ti-Tech Science and Technology Development Co.,北京天泰科技发展有限公司,27/02/2023,1,0,,内地企业,EL
AOOK Technology Limited,,2023/2/27;2023/4/17,.,.,,港企,EL
"Beijing Yunze Technology Co., Ltd.",北京昀泽科技有限公司,27/02/2023,0,0,,内地企业,EL
"China HEAD Aerospace
Technology Co.",北京和德宇航技术有限公司,27/02/2023,1,0,,内地企业,EL
"Spacety Co., Ltd.",长沙天仪空间科技研究院有限公司,27/02/2023,2,0,,内地企业,EL
"BGI Forensic Technology
(Shenzhen) Co., Ltd",深圳华大法医科技有限公司,06/03/2023,1,1,300676,内地企业,EL
"Shenzhen BGI Life Science
Research Institute",深圳华大生命科学研究院,06/03/2023,.,.,,研究所,EL
Liang Ping Huang,,06/03/2023,.,.,,个人,EL
Luo Dingwen,,06/03/2023,.,.,,个人,EL
"National Research Center for
Parallel Computer
Engineering and Technology",国家并行计算机工程技术研究中心,06/03/2023,.,.,,研究所,EL
"4Paradigm Technology Co., Ltd.",第四范式（北京）技术有限公司,06/03/2023,1,0,,内地企业,EL
"AIF Global Logistics Co., Ltd",全翔国际货运（中国）有限公司,06/03/2023,1,0,,内地企业,EL
Aispeed Industry Ltd.,,06/03/2023,.,.,,港企,EL
Arttronix International (HK) Ltd.,,06/03/2023,.,.,,港企,EL
"Baoding Giant Import and Export Co., Ltd.",保定市小巨人进出口有限公司,06/03/2023,0,0,,内地企业,EL
"Baoding Shimaotong Enterprises Services Co., Ltd.,",保定市世贸通企业服务有限公司,06/03/2023,1,0,,内地企业,EL
"Beijing Zhengyuan Chuangshi Consulting Co., Ltd.",北京正远创势咨询有限公司,06/03/2023,0,0,,内地企业,EL
"BGI Tech Solutions (Hongkong) Co., Ltd.",,06/03/2023,.,.,,港企,EL
"Hong Kong Huada Gene Technology Service Co., Ltd.",,06/03/2023,.,.,,港企,EL
"Hong Kong Huada Laboratory Co., Ltd.",,06/03/2023,.,.,,港企,EL
Galaxy Electronics,,06/03/2023,.,.,,港企,EL
"Baoding Kaituo Precision
Instrument Manufacturing
Co., Ltd",保定开拓精密仪器制造有限责任公司,06/03/2023,0,0,,内地企业,EL
Hongtai Electric Ltd.,,06/03/2023,.,.,,港企,EL
"Inspur Group Co., Ltd.",浪潮集团有限公司,06/03/2023,2,1,000977,内地企业,EL
Jotrin Electronics Ltd.,,06/03/2023,.,.,,港企,EL
Korchina Logistics (HK) Ltd.,,06/03/2023,.,.,,港企,EL
Loongson Technology,龙芯中科技术股份有限公司,06/03/2023,2,2,688047,内地企业,EL
"Nanjing colpak Mechanical
Equipment Co., Ltd.",南京哥伦巴机械设备有限公司,06/03/2023,0,0,,内地企业,EL
"Nanjing Jiuding Refrigeration
& Air-conditioning Equipment
Co., Ltd",南京久鼎冷暖设备工程有限公司,06/03/2023,1,0,,内地企业,EL
"Qingdao National Laboratory
of Marine Science and
Technology",青岛国实科技集团有限公司,06/03/2023,2,0,,内地企业,EL
"Rayscience Optoelectronics
Innovation Co., Ltd.",上海瞬渺光电技术有限公司,06/03/2023,0,0,,内地企业,EL
Sunton Tech Hong Kong Ltd,,06/03/2023,.,.,,港企,EL
"Suzhou Centec Communications Co., Ltd.,",苏州盛科通信股份有限公司,06/03/2023,2,2,688702,内地企业,EL
"Suzhou Centec Technology Co., Ltd",苏州盛科科技有限公司,06/03/2023,1,1,688702,内地企业,EL
"Wuxi Institute of Advanced
Technology",无锡先进技术研究院,06/03/2023,.,.,,研究所,EL
"Luopu Haishi Dingxin
Electronic Technology Co.,
Ltd.",洛浦海视鼎鑫电子技术有限公司,30/03/2023,1,1,002415,内地企业,EL
"Moyu Haishi Electronic
Technology Co., Ltd.",墨玉海视电子技术有限公司,30/03/2023,1,1,002415,内地企业,EL
"Pishan Haishi Yong'an
Electronic Technology Co.,
Ltd.",皮山海视永安电子技术有限公司,30/03/2023,1,1,002415,内地企业,EL
"Urumqi Haishi Xin'an
Electronic Technology Co.,
Ltd.,",乌鲁木齐海视新安电子技术有限公司,30/03/2023,1,1,002415,内地企业,EL
"Yutian Haishi Meitian
Electronic Technology Co.,
Ltd",于田海视美阗电子技术有限公司,30/03/2023,1,1,002415,内地企业,EL
"Allparts Trading Co., Ltd.",,17/04/2023,.,.,,港企,EL
"Shenzhen Sanhe Technology Co., Ltd.",深圳市三合成科技有限公司,17/04/2023,1,0,,内地企业,EL
Avtex Semiconductor Limited,,17/04/2023,.,.,,港企,EL
ETC Electronics Ltd.,,17/04/2023,.,.,,港企,EL
Leadway Technology Limited,,17/04/2023,.,.,,港企,EL
"Shenzhen United Leadway
Technology",深圳市联合利微科技有限公司,17/04/2023,0,0,,内地企业,EL
Maxtronic Global Limited,,17/04/2023,.,.,,港企,EL
"Newsuntech Electronics
Limited,",,17/04/2023,.,.,,港企,EL
"STK Electronics (HK) Co.,Ltd.",,17/04/2023,.,.,,港企,EL
Wynn Electronics Co. Ltd.,,17/04/2023,.,.,,港企,EL
Xinnlinx Electronics Pte Ltd.,深圳市强诚达电子有限公司,17/04/2023,1,0,,内地企业,EL
"Yishang Network (Shenzhen)
Co., Ltd",亿商网络（深圳）有限公司,17/04/2023,0,0,,内地企业,EL
"Yongli Electronic
Components (Shenzhen) Co.,
Ltd.",永利电子元器件（深圳）有限公司,17/04/2023,0,0,,内地企业,EL
Aviation Industry Corporation of China 612 Institute,中国航空工业集团612研究所,14/06/2023,.,.,,研究所,EL
"Chinese Flight Test
Establishment",中国飞行试验研究院,14/06/2023,.,.,,研究所,EL
"Aviation International Corporation of China International Simulation Technology Service Co., Ltd.",中航国际仿真科技服务有限公司,14/06/2023,1,0,,内地企业,EL
"Beijing Zhongxun Technology Co., Ltd.",北京中讯四方科技股份有限公司,14/06/2023,2,2,430075,内地企业,EL
Beijing Iwintall Technology Co. Ltd.,北京亿维讯同创科技有限公司,14/06/2023,0,0,,内地企业,EL
"Beijing Luo Luo Technology Development Co., Limited",北京罗罗科技发展有限公司,14/06/2023,0,0,,内地企业,EL
"Beijing Ryan Wende Science and Technology Co., Ltd.",北京瑞源文德科技有限公司,14/06/2023,2,0,,内地企业,EL
Beijing Transemic Information Technology Ltd.,北京天圣华信息技术有限责任公司,14/06/2023,2,0,,内地企业,EL
"Belt Consulting Co., Limited.",,14/06/2023,.,.,,港企,EL
"Changzhou Utek Composite
Co., Limited",常州联拓复合材料有限公司,14/06/2023,0,0,,内地企业,EL
"Chengdu Poyotencon
Technology",成都搏洋腾空科技有限公司,14/06/2023,0,0,,内地企业,EL
"China Taly Aviation
Technologies Corporation",中国天利航空科技实业公司,14/06/2023,2,0,,内地企业,EL
"Enhance International Trade
Limited",,14/06/2023,.,.,,港企,EL
"Frontier Services Group
Limited",,14/06/2023,.,.,,港企,EL
General Technology Limited,,14/06/2023,.,.,,港企,EL
"New Faith Enterprise
Investment Limited",,14/06/2023,.,.,,港企,EL
"Beijing Outang Technology
Co., Ltd",北京欧唐科技发展有限公司,14/06/2023,0,0,,内地企业,EL
"Anshi Asia-Pacific
Technology Co., Ltd",安世亚太科技股份有限公司,14/06/2023,2,2,833714,内地企业,EL
"Shanghai Anshi Asia-Pacific
Technology Co., Ltd",上海安世亚太科技有限公司,14/06/2023,1,1,833714,内地企业,EL
"Chengdu Anshi Asia-Pacific
Technology Co., Ltd",成都安世亚太科技有限公司,14/06/2023,1,1,833714,内地企业,EL
"Shenyang Anshi Asia-Pacific
Technology Co., Ltd",沈阳安世亚太科技有限公司,14/06/2023,1,1,833714,内地企业,EL
"Nanjing Anshi Asia-Pacific
Technology Co., Ltd",南京安世亚太信息科技有限公司,14/06/2023,1,1,833714,内地企业,EL
"Guangzhou Anshi Asia-Pacific
Technology Co., Ltd",广州安世亚太信息科技有限公司,14/06/2023,1,1,833714,内地企业,EL
"Xi'an Anshi Asia-Pacific
Technology Co., Ltd",安世亚太科技股份有限公司西安分公司,14/06/2023,1,1,833714,内地企业,EL
"Qianpu Technology Co., Ltd.",前普（北京）科技有限公司,14/06/2023,1,0,,内地企业,EL
"Forward Enterprises (Hong
Kong) Ltd",,14/06/2023,.,.,,港企,EL
"Shanghai Aerospace Science
and Technology Development
Co., Ltd",上海航天科创企业发展有限公司,14/06/2023,0,0,,内地企业,EL
"Shanghai Breeze Technology
Co., Ltd",上海轻风科技有限公司,14/06/2023,2,0,,内地企业,EL
"Shanghai Breeze Technology
Jiangsu Co., Ltd.",上海轻风科技江苏有限公司,14/06/2023,1,0,,内地企业,EL
"Shanghai Shark Sprite
Technology Co., Ltd",上海鱼灵科技有限公司,14/06/2023,0,0,,内地企业,EL
"Shanghai Supercomputing
Technology Co., Ltd",中科曙光信息产业（上海）有限公司,14/06/2023,1,1,603019,内地企业,EL
"Tiger Force Electronics
Limited",,14/06/2023,.,.,,港企,EL
United Vision Limited,,14/06/2023,.,.,,港企,EL
Universal Enterprise Limited,,14/06/2023,.,.,,港企,EL
"Xinjiang Kehua Hechang
Biological Science and
Technology Co., Ltd.",新疆科华和昶生物科技有限公司,14/06/2023,0,0,,内地企业,EL
Luoyang Institute of Science and Technology,洛阳理工学院,14/06/2023,.,.,,高校,EL
"China Aviation Development
Harbin Bearing Co., Ltd.",中国航发哈尔滨轴承有限公司,21/06/2023,1,1,600391,内地企业,EL
Hangzhou Fuyang Koto Machinery Company Limited,杭州富阳科拓机械有限公司,25/09/2023,0,0,,内地企业,EL
Guilin Alpha Rubber & Plastics Technology Company Limited,桂林阿尔法橡塑科技有限公司,25/09/2023,0,0,,内地企业,EL
Shenzhen Caspro Technology Co.， Ltd,,25/09/2023,.,.,,港企,EL
Yun Xia Yuan,,25/09/2023,.,.,,个人,EL
S&C Trade PTY Co.， Ltd,,25/09/2023,.,.,,港企,EL
